src,dst,spec,core_src,core_dst,#core,used_slot,tfk_slot
0,8,0.0,1,0,1,2,1.0
0,9,0.0,1,1,1,13,12.0
0,10,0.0,0,0,1,17,16.0
0,13,49.0,2,2,1,13,12.0
0,17,30.0,1,1,2,2,1.0
0,28,0.0,0,0,1,16,15.0
0,39,47.0,1,1,2,2,2.0
0,41,32.0,1,2,1,7,6.0
0,42,43.0,1,2,1,10,9.0
0,47,36.0,2,2,1,11,10.0
0,49,58.0,0,1,2,2,1.0
0,53,62.0,2,2,1,18,17.0
0,55,4.0,2,2,1,16,15.0
0,59,0.0,0,1,1,17,16.0
0,64,61.0,0,1,2,3,4.0
0,66,22.0,1,2,1,12,11.0
0,80,6.0,0,2,1,9,8.0
0,83,28.0,0,1,2,10,18.0
1,8,36.0,2,1,1,7,6.0
1,13,0.0,1,0,1,8,7.0
1,19,0.0,0,1,1,9,8.0
1,34,0.0,1,1,1,2,1.0
1,52,10.0,2,2,1,2,1.0
1,65,46.0,2,2,1,2,1.0
1,78,30.0,1,1,2,6,10.0
1,91,40.0,1,2,1,5,4.0
1,98,48.0,2,0,1,11,10.0
2,10,0.0,1,1,1,7,6.0
2,55,67.0,1,1,2,2,1.0
2,56,52.0,2,1,1,14,13.0
3,17,2.0,2,2,1,12,11.0
3,20,56.0,0,2,1,9,8.0
3,21,28.0,0,0,3,7,17.0
3,30,65.0,1,1,2,7,12.0
3,48,14.0,2,1,1,14,13.0
3,55,49.0,0,1,2,9,16.0
3,59,38.0,2,1,1,27,26.0
3,66,0.0,0,0,1,8,7.0
3,82,58.0,0,2,1,10,9.0
4,2,46.0,1,1,2,6,10.0
4,7,0.0,0,2,1,2,1.0
4,14,2.0,2,2,1,12,11.0
4,19,51.0,1,2,1,13,12.0
4,24,35.0,2,2,1,9,8.0
4,25,0.0,0,0,1,13,12.0
4,29,61.0,2,2,1,19,18.0
4,37,52.0,2,2,1,2,1.0
4,49,13.0,1,2,1,16,15.0
4,56,20.0,2,2,1,15,14.0
4,73,0.0,2,2,1,2,1.0
4,83,14.0,1,1,2,5,8.0
4,94,44.0,1,1,2,2,1.0
4,96,0.0,0,1,1,2,1.0
5,88,0.0,0,0,1,2,1.0
5,99,2.0,0,2,1,2,1.0
6,0,0.0,0,1,1,8,7.0
6,2,40.0,2,0,1,9,8.0
6,15,0.0,1,1,1,7,6.0
6,24,0.0,1,1,1,2,1.0
6,34,0.0,1,0,1,2,1.0
6,37,20.0,2,1,1,20,19.0
6,38,31.0,1,2,1,2,1.0
6,40,13.0,0,2,1,9,8.0
6,41,0.0,1,0,1,4,3.0
6,45,0.0,1,0,1,2,1.0
6,47,7.0,1,2,1,24,23.0
6,50,0.0,1,0,1,8,7.0
6,52,58.0,2,0,1,16,15.0
6,60,0.0,2,2,1,15,14.0
6,62,0.0,0,1,1,10,9.0
6,68,15.0,2,0,1,5,4.0
6,78,0.0,1,0,1,14,13.0
7,50,68.0,1,2,1,12,11.0
7,54,51.0,2,0,1,16,15.0
7,64,49.0,2,1,1,2,1.0
7,71,6.0,1,1,2,2,1.0
7,72,0.0,0,1,1,13,12.0
7,73,2.0,2,2,1,4,3.0
7,75,0.0,0,1,1,15,14.0
7,77,0.0,1,1,1,14,13.0
7,83,0.0,1,1,1,4,3.0
7,84,62.0,1,2,1,13,12.0
7,91,67.0,1,2,1,8,7.0
7,94,67.0,1,1,2,13,23.0
8,17,41.0,2,2,1,8,7.0
9,3,0.0,1,0,1,2,1.0
9,8,67.0,2,1,1,13,12.0
9,16,0.0,1,0,1,6,5.0
9,20,11.0,2,1,1,5,4.0
9,25,0.0,0,1,1,9,8.0
9,27,34.0,2,1,1,21,20.0
9,36,0.0,0,1,1,13,12.0
9,44,0.0,1,0,1,3,2.0
9,51,0.0,2,1,1,11,10.0
9,52,0.0,1,1,1,2,1.0
9,71,16.0,2,0,1,18,17.0
9,72,0.0,0,0,1,15,14.0
9,75,0.0,1,0,1,2,1.0
9,78,0.0,0,0,1,2,1.0
9,80,0.0,0,1,1,10,9.0
9,87,55.0,2,2,1,12,11.0
9,91,0.0,1,0,1,9,8.0
10,1,41.0,2,0,1,20,19.0
10,3,0.0,1,0,1,3,2.0
10,19,0.0,1,1,1,5,4.0
10,20,0.0,1,1,1,3,2.0
10,26,31.0,2,1,1,2,1.0
10,32,0.0,0,0,1,15,14.0
10,33,0.0,0,0,1,2,1.0
10,34,0.0,0,1,1,2,1.0
10,39,0.0,1,0,1,2,1.0
10,46,0.0,0,1,1,7,6.0
10,58,21.0,2,0,1,10,9.0
10,60,33.0,2,1,1,8,7.0
10,61,0.0,0,1,1,14,13.0
10,62,0.0,0,0,1,9,8.0
10,79,0.0,1,0,1,6,5.0
10,82,5.0,0,2,1,12,11.0
10,84,0.0,1,0,1,13,12.0
10,92,14.0,0,2,1,2,1.0
11,7,42.0,2,2,1,7,6.0
11,25,49.0,2,1,1,2,1.0
11,39,23.0,1,1,2,3,3.0
12,2,0.0,1,0,1,10,9.0
12,3,35.0,1,2,1,3,2.0
12,8,0.0,1,0,1,15,14.0
12,15,0.0,1,0,1,2,1.0
12,17,0.0,1,0,1,2,1.0
12,20,0.0,1,1,1,2,1.0
12,31,0.0,1,1,1,9,8.0
12,38,22.0,2,0,1,17,16.0
12,39,18.0,2,0,1,2,1.0
12,45,0.0,0,1,1,22,21.0
12,52,0.0,1,0,1,8,7.0
12,67,0.0,0,1,1,25,24.0
12,70,0.0,1,1,1,2,1.0
12,90,0.0,2,0,1,18,17.0
12,95,0.0,0,0,1,21,20.0
12,96,0.0,1,2,1,2,1.0
12,97,39.0,2,0,1,10,9.0
13,5,0.0,1,0,1,18,17.0
13,8,0.0,1,1,1,2,1.0
13,10,0.0,0,1,1,11,10.0
13,25,0.0,0,0,1,2,1.0
13,26,0.0,1,1,1,2,1.0
13,27,0.0,1,0,1,6,5.0
13,51,64.0,2,0,1,3,2.0
13,55,0.0,0,0,1,5,4.0
13,57,0.0,1,1,1,3,2.0
13,67,0.0,1,0,1,3,2.0
13,70,0.0,0,0,1,9,8.0
13,80,0.0,2,0,1,20,19.0
13,85,67.0,2,0,1,13,12.0
13,90,0.0,1,0,1,16,15.0
13,95,32.0,2,0,1,17,16.0
14,5,50.0,1,2,1,13,12.0
14,17,0.0,1,1,2,2,1.0
14,18,27.0,0,2,1,2,1.0
14,24,0.0,0,0,1,7,6.0
14,62,46.0,0,2,1,27,26.0
14,92,0.0,1,0,1,2,1.0
14,93,34.0,1,2,1,13,12.0
14,99,0.0,0,1,1,13,12.0
15,9,0.0,1,0,1,7,6.0
15,14,14.0,0,1,2,2,1.0
15,18,33.0,2,2,1,2,1.0
15,26,28.0,1,1,2,5,7.0
15,30,3.0,2,2,1,23,22.0
15,50,0.0,1,1,1,2,1.0
15,61,0.0,0,2,1,13,12.0
15,80,15.0,0,2,1,2,1.0
15,86,59.0,2,0,1,9,8.0
16,82,0.0,0,1,1,2,1.0
16,89,54.0,2,1,1,16,15.0
17,98,0.0,0,0,1,12,11.0
18,3,0.0,0,0,2,2,1.0
18,11,37.0,2,2,1,5,4.0
18,13,0.0,0,0,1,15,14.0
18,17,22.0,0,2,1,8,7.0
18,37,78.0,0,2,1,2,1.0
18,78,42.0,1,1,2,4,6.0
18,79,40.0,1,2,1,32,31.0
18,81,0.0,0,0,1,2,1.0
18,84,46.0,2,2,1,10,9.0
19,10,0.0,0,1,1,3,2.0
19,15,68.0,1,2,1,7,6.0
19,44,64.0,2,2,1,16,15.0
19,63,37.0,2,0,1,14,13.0
19,65,0.0,2,2,1,19,18.0
19,81,0.0,1,0,1,17,16.0
20,1,0.0,1,1,1,15,14.0
20,16,0.0,1,0,1,2,1.0
20,19,0.0,1,1,1,2,1.0
20,22,0.0,1,0,1,5,4.0
20,51,0.0,0,1,1,2,1.0
20,56,0.0,1,1,1,7,6.0
20,67,34.0,2,2,1,13,12.0
20,70,2.0,2,0,1,13,12.0
20,72,53.0,0,2,1,8,7.0
20,74,0.0,0,0,1,14,13.0
20,79,0.0,2,0,1,2,1.0
20,80,0.0,0,0,1,15,14.0
20,81,0.0,0,0,1,11,10.0
20,82,0.0,1,1,1,2,1.0
21,16,35.0,1,0,2,8,13.0
21,28,43.0,1,1,2,6,10.0
21,53,0.0,0,0,1,3,2.0
21,57,10.0,2,2,1,15,14.0
21,64,3.0,1,1,2,7,12.0
21,72,0.0,1,2,1,13,12.0
21,77,0.0,0,0,1,14,13.0
21,86,0.0,1,1,1,13,12.0
21,87,0.0,0,1,1,6,5.0
22,20,0.0,1,1,1,17,16.0
22,30,44.0,0,0,3,10,25.0
22,56,2.0,2,2,1,16,15.0
23,15,26.0,2,2,1,2,1.0
23,40,0.0,0,0,1,13,12.0
23,42,52.0,2,0,1,17,16.0
23,98,0.0,0,0,1,12,11.0
24,0,78.0,2,0,1,2,1.0
24,14,14.0,2,1,1,21,20.0
24,16,70.0,2,2,1,4,3.0
24,20,47.0,1,2,1,9,8.0
24,22,54.0,2,2,1,13,12.0
24,27,35.0,0,2,1,9,8.0
24,31,23.0,0,2,1,15,14.0
24,44,44.0,1,1,2,9,16.0
24,51,57.0,1,2,1,23,22.0
24,55,64.0,0,2,1,3,2.0
24,56,46.0,0,2,1,11,10.0
24,58,0.0,1,2,1,2,1.0
24,61,19.0,0,1,2,12,22.0
24,81,67.0,2,0,1,2,1.0
24,90,74.0,0,0,3,4,8.0
25,1,0.0,0,0,1,15,14.0
25,3,52.0,2,0,1,15,14.0
25,9,0.0,0,1,1,11,10.0
25,28,0.0,0,0,1,6,5.0
25,34,55.0,1,2,1,11,10.0
25,52,0.0,1,0,1,25,24.0
25,61,31.0,2,2,1,13,12.0
25,66,48.0,2,1,1,4,3.0
25,67,0.0,0,0,1,7,6.0
25,81,0.0,0,0,1,13,12.0
25,86,0.0,1,1,1,8,7.0
25,97,0.0,1,0,1,2,1.0
26,27,27.0,1,2,1,8,7.0
26,38,0.0,2,2,1,2,1.0
26,55,40.0,1,1,2,9,16.0
26,59,0.0,1,0,1,14,13.0
26,71,62.0,0,2,1,17,16.0
26,73,33.0,2,0,1,7,6.0
26,96,0.0,0,0,1,17,16.0
27,12,0.0,0,1,1,2,1.0
27,48,0.0,0,1,1,7,6.0
27,68,0.0,0,1,1,12,11.0
27,73,44.0,2,2,1,15,14.0
27,89,0.0,0,1,1,5,4.0
27,92,0.0,0,1,1,6,5.0
28,6,0.0,0,0,1,10,9.0
28,29,36.0,2,2,1,5,4.0
28,75,16.0,2,1,1,13,12.0
30,21,0.0,0,2,1,3,2.0
30,42,7.0,0,2,1,6,5.0
30,68,15.0,0,2,1,13,12.0
30,71,54.0,2,2,1,8,7.0
30,82,17.0,0,2,1,11,10.0
31,3,0.0,2,1,1,4,3.0
31,7,0.0,1,1,1,6,5.0
31,11,0.0,1,0,1,8,7.0
31,16,0.0,1,0,1,13,12.0
31,17,0.0,1,0,1,2,1.0
31,30,0.0,1,0,1,2,1.0
31,32,38.0,2,0,1,15,14.0
31,39,0.0,0,0,1,17,16.0
31,41,6.0,2,1,1,17,16.0
31,44,53.0,2,0,1,13,12.0
31,46,0.0,0,1,1,6,5.0
31,50,0.0,0,0,1,11,10.0
31,60,0.0,1,0,1,7,6.0
31,82,0.0,0,1,1,2,1.0
31,84,0.0,0,0,1,9,8.0
31,88,2.0,1,2,1,15,14.0
31,99,0.0,0,0,1,2,1.0
32,6,49.0,1,2,1,9,8.0
32,7,0.0,0,0,1,20,19.0
32,16,2.0,2,0,1,12,11.0
32,19,0.0,0,0,1,16,15.0
32,24,0.0,1,0,1,4,3.0
32,34,0.0,1,1,1,8,7.0
32,40,0.0,1,1,1,5,4.0
32,41,0.0,0,1,1,9,8.0
32,45,0.0,1,0,1,2,1.0
32,63,0.0,1,1,1,16,15.0
32,73,59.0,2,2,1,21,20.0
32,74,0.0,1,1,1,6,5.0
32,76,0.0,1,1,1,8,7.0
32,84,0.0,1,1,1,4,3.0
32,85,0.0,1,1,1,9,8.0
32,91,0.0,0,0,1,2,1.0
32,94,14.0,2,0,1,11,10.0
33,2,0.0,2,2,1,2,1.0
33,3,72.0,2,2,1,8,7.0
33,16,10.0,0,2,1,25,24.0
33,27,67.0,1,2,1,13,12.0
33,54,65.0,2,0,1,7,6.0
33,79,15.0,2,1,1,13,12.0
34,1,0.0,1,0,1,7,6.0
34,3,0.0,0,0,1,2,1.0
34,4,10.0,2,1,1,15,14.0
34,5,34.0,2,0,1,21,20.0
34,6,0.0,0,0,1,11,10.0
34,25,0.0,1,1,1,10,9.0
34,39,0.0,1,0,1,14,13.0
34,44,25.0,2,0,1,9,8.0
34,49,0.0,1,0,1,2,1.0
34,63,0.0,1,1,1,2,1.0
34,67,23.0,1,2,1,11,10.0
34,69,0.0,2,0,1,10,9.0
34,73,0.0,0,1,1,7,6.0
34,75,0.0,0,0,1,19,18.0
34,82,0.0,0,0,1,15,14.0
35,6,0.0,1,0,1,15,14.0
35,15,0.0,1,1,1,21,20.0
36,5,19.0,2,0,1,7,6.0
36,11,0.0,1,0,1,2,1.0
36,40,60.0,1,2,1,9,8.0
36,41,0.0,1,1,1,2,1.0
36,42,0.0,0,0,1,13,12.0
36,52,0.0,2,0,1,19,18.0
36,54,19.0,1,2,1,16,15.0
36,55,0.0,1,0,1,10,9.0
36,59,0.0,1,1,1,2,1.0
36,67,0.0,0,0,1,15,14.0
36,70,5.0,1,2,1,6,5.0
36,73,0.0,0,1,1,3,2.0
36,76,43.0,2,1,1,18,17.0
36,77,0.0,1,0,1,5,4.0
36,81,0.0,0,1,1,11,10.0
36,94,26.0,2,0,1,16,15.0
36,96,61.0,2,0,1,19,18.0
37,31,0.0,0,0,1,11,10.0
37,43,0.0,0,1,1,2,1.0
37,48,0.0,1,1,1,7,6.0
37,91,54.0,0,2,1,13,12.0
38,3,0.0,0,1,1,9,8.0
38,15,46.0,2,2,1,13,12.0
38,18,0.0,1,1,1,24,23.0
38,39,33.0,0,0,3,4,7.0
38,40,0.0,0,0,1,11,10.0
38,53,15.0,2,2,1,2,1.0
38,90,37.0,2,2,1,9,8.0
39,31,66.0,0,2,1,13,12.0
40,0,20.0,0,2,1,10,9.0
40,13,0.0,1,1,1,2,1.0
40,15,0.0,2,0,1,13,12.0
40,19,0.0,0,0,1,17,16.0
40,24,0.0,1,0,1,9,8.0
40,30,0.0,1,0,1,2,1.0
40,50,0.0,0,1,1,9,8.0
40,57,0.0,1,0,1,6,5.0
40,61,0.0,1,0,1,8,7.0
40,67,39.0,2,1,1,21,20.0
40,68,0.0,1,0,1,7,6.0
40,76,24.0,1,2,1,5,4.0
40,79,0.0,1,2,1,16,15.0
40,84,0.0,1,1,1,6,5.0
40,85,2.0,0,2,1,2,1.0
40,90,72.0,1,2,1,2,1.0
40,98,0.0,1,1,1,6,5.0
41,3,39.0,2,0,1,12,11.0
41,8,37.0,0,2,1,4,3.0
41,18,0.0,2,2,1,25,24.0
41,22,57.0,2,0,1,12,11.0
41,45,30.0,1,2,1,24,23.0
41,85,69.0,1,1,2,11,19.0
41,86,0.0,0,0,1,26,25.0
42,1,0.0,0,0,1,9,8.0
42,25,0.0,0,0,1,13,12.0
42,70,13.0,2,2,1,2,1.0
42,95,15.0,2,2,1,15,14.0
43,3,0.0,2,1,1,13,12.0
43,4,0.0,1,1,1,4,3.0
43,10,0.0,1,1,1,7,6.0
43,14,24.0,2,2,1,17,16.0
43,23,0.0,1,1,1,12,11.0
43,29,0.0,0,0,1,12,11.0
43,31,4.0,1,2,1,2,1.0
43,32,48.0,1,2,1,11,10.0
43,41,0.0,0,0,1,16,15.0
43,42,0.0,0,0,1,18,17.0
43,52,0.0,1,1,1,11,10.0
43,58,0.0,1,1,1,7,6.0
43,66,72.0,2,2,1,8,7.0
43,70,0.0,1,1,1,4,3.0
43,82,0.0,1,1,1,2,1.0
43,97,41.0,2,2,1,9,8.0
43,99,0.0,1,1,1,2,1.0
44,15,0.0,1,1,1,10,9.0
44,54,0.0,0,1,1,2,1.0
45,1,0.0,1,1,2,10,17.0
45,14,76.0,0,2,1,4,3.0
45,19,27.0,2,1,1,3,2.0
45,33,55.0,2,2,1,10,9.0
45,54,67.0,2,0,1,13,12.0
45,57,0.0,1,0,1,11,10.0
45,58,45.0,0,2,1,3,2.0
45,61,0.0,1,1,1,12,11.0
45,63,0.0,0,0,1,22,21.0
45,64,44.0,0,2,1,11,10.0
45,66,0.0,1,1,1,3,2.0
46,33,38.0,2,0,1,4,3.0
46,82,0.0,0,0,1,18,17.0
47,5,3.0,1,1,2,2,1.0
47,7,0.0,0,1,1,7,6.0
47,8,35.0,0,2,1,2,1.0
47,15,0.0,2,2,1,3,2.0
47,17,63.0,2,2,1,17,16.0
47,25,67.0,0,2,1,13,12.0
47,28,31.0,2,2,1,5,4.0
47,36,0.0,0,1,1,7,6.0
47,98,0.0,0,1,1,9,8.0
48,1,59.0,0,2,1,21,20.0
48,3,50.0,2,1,1,5,4.0
48,9,0.0,0,1,1,8,7.0
48,13,0.0,1,0,1,10,9.0
48,22,0.0,1,0,1,2,1.0
48,34,0.0,1,1,1,2,1.0
48,39,28.0,2,1,1,22,21.0
48,41,0.0,1,0,1,9,8.0
48,44,0.0,0,0,1,3,2.0
48,60,0.0,0,0,1,21,20.0
48,63,20.0,2,0,1,8,7.0
48,68,0.0,0,1,1,23,22.0
48,74,0.0,2,0,1,20,19.0
48,80,0.0,1,1,1,7,6.0
48,81,0.0,1,1,1,3,2.0
49,21,0.0,1,1,1,8,7.0
49,90,46.0,0,2,1,21,20.0
50,6,44.0,2,1,1,10,9.0
50,14,41.0,2,0,1,3,2.0
50,16,0.0,1,0,1,7,6.0
50,17,0.0,1,0,1,7,6.0
50,23,0.0,0,1,1,17,16.0
50,26,0.0,1,1,1,15,14.0
50,29,0.0,2,0,1,18,17.0
50,30,0.0,0,0,1,11,10.0
50,31,0.0,0,0,1,9,8.0
50,61,66.0,1,2,1,8,7.0
50,71,18.0,2,0,1,9,8.0
50,76,54.0,2,1,1,14,13.0
50,97,27.0,2,0,1,14,13.0
51,1,0.0,0,0,1,11,10.0
51,5,0.0,0,0,1,2,1.0
51,9,55.0,2,1,1,2,1.0
51,22,0.0,0,0,2,7,12.0
51,27,13.0,2,0,1,10,9.0
51,32,0.0,1,1,1,9,8.0
51,35,0.0,0,0,1,18,17.0
51,38,71.0,1,2,1,9,8.0
51,40,0.0,1,0,1,13,12.0
51,41,0.0,0,0,1,2,1.0
51,43,0.0,0,1,1,11,10.0
